datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
21-11-2015,30,19.9,24.3,30,19.9,24.3,17.7,69.2,0,0,14.8,5.2,1013.5,6.9,3.2,195.3,16.9,7,Clear,clear-day
22-11-2015,30.9,19,24.1,30.6,19,24.1,17.2,68.1,0,0,13,4,1013.6,1.3,3.2,198.6,17.2,7,Clear,clear-day
23-11-2015,30,17.9,23.5,29.4,17.9,23.4,15.8,65.6,0,0,12.7,5.1,1014.4,0.3,3.1,198.6,17.1,7,Clear,clear-day
24-11-2015,30,17.9,23.7,30,17.9,23.8,16.9,68.5,0,0,9.4,349.1,1013.6,2.6,2.5,192.5,16.8,7,Clear,clear-day
25-11-2015,29,19.9,24,28.8,19.9,24,17.3,68.8,0,0,11.2,14.2,1013.1,14.9,2.8,173,15,7,Clear,clear-day
26-11-2015,29,19.9,23.5,29.1,19.9,23.5,16.8,68.7,0,0,14.8,10.4,1012.6,12.4,2.9,186.6,15.9,7,Clear,clear-day
27-11-2015,29,18.9,23.7,29.4,18.9,23.8,17.7,71.4,0,0,9.4,127.4,1012,27.1,2.2,177.2,15.4,7,Partially cloudy,partly-cloudy-day
28-11-2015,30,19.9,24.6,30.8,19.9,24.9,19.7,76.4,0,0,7.6,91.7,1015.8,38.4,2.5,163.7,14.1,7,Partially cloudy,partly-cloudy-day
29-11-2015,29,19.9,23.9,29.8,19.9,24.2,19.2,77.2,0,0,9.4,13.8,1017,37.3,2.4,183.1,15.8,7,Partially cloudy,partly-cloudy-day
30-11-2015,29,20,24.9,30.2,20,25.4,19.5,73.7,0,0,7.6,314.5,1015.7,64,2.2,156.9,13.5,7,Partially cloudy,partly-cloudy-day
01-12-2015,32,22.9,26.5,33.4,22.9,27.2,21,74.4,0,0,10.9,0.5,1014.7,50.1,2.2,138.7,11.9,6,Partially cloudy,partly-cloudy-day
02-12-2015,30,22,26.2,34,22,27.5,22.2,79.9,1.7,16.67,10.9,184.9,1014.3,55,1.6,89.1,7.6,4,Rain & Partially cloudy,rain
03-12-2015,28.9,21.9,24.9,30.2,21.9,25.2,19.4,72.1,7.4,37.5,16.6,352.2,1014.1,70.7,2.8,147.6,12.7,6,Rain & Partially cloudy,rain
04-12-2015,29,19,24,29.4,19,24.2,18.8,74.3,0,0,9.4,18.3,1014.4,21.8,2.7,152.7,13.3,7,Partially cloudy,partly-cloudy-day
05-12-2015,28,19,23.5,29.6,19,23.7,19.5,80.2,0.1,4.17,11.2,118.9,1014.8,46.8,2.2,134.8,11.6,5,Rain & Partially cloudy,rain
06-12-2015,29,19,23.6,29.1,19,23.8,19.3,79,0.6,20.83,14.8,162.3,1015,52.9,2.5,110.8,9.6,5,Rain & Partially cloudy,rain
07-12-2015,28,21,23.7,29.5,21,23.9,19.8,80.4,0.2,4.17,11.2,352.2,1015.4,35.3,2.3,146,12.6,5,Rain & Partially cloudy,rain
08-12-2015,28,18,22.8,28.2,18,22.9,17.9,75.8,0,0,13,352.2,1015.1,21,2.7,145,12.4,6,Partially cloudy,partly-cloudy-day
09-12-2015,28,19,22.7,28.2,19,22.8,17.7,75.8,0,0,11.2,8.2,1015.8,16.9,2.5,168.7,14.6,7,Clear,clear-day
10-12-2015,29,18,23.1,28.5,18,23.1,17.7,74.8,0,0,9.4,250.9,1013.9,8.4,2.4,178.6,15.4,7,Clear,clear-day
11-12-2015,28,20,24,29.3,20,24.3,19.6,78.1,0.1,4.17,13,255.3,1012.1,54.6,2.3,137.4,11.8,6,Rain & Partially cloudy,rain
12-12-2015,30,21,25.1,31.8,21,25.8,21,79.2,0,0,18.4,205.9,1010.9,38.4,2.6,157.4,13.5,6,Partially cloudy,partly-cloudy-day
13-12-2015,28,22,24.5,31.1,22,24.9,20.4,79,1.3,25,13,18.9,1012.7,56.8,2.1,117.5,10.2,4,Rain & Partially cloudy,rain
14-12-2015,25.1,19,22.7,25.1,19,22.7,16.9,70.9,0.1,4.17,9.4,22.1,1013.5,74,2.2,108,9.4,4,Rain & Partially cloudy,rain
15-12-2015,24.3,17.9,21.1,24.3,17.9,21.1,15,69.8,0,0,16.6,22.9,1014.2,62.2,2.1,142.4,12.4,6,Partially cloudy,partly-cloudy-day
16-12-2015,24,15,18.8,24,15,18.8,12.2,67.8,0,0,13,14.2,1016,12.5,2.6,180.7,15.7,7,Clear,clear-day
17-12-2015,23,13,18.4,23,13,18.4,13.2,73.3,0,0,11.2,356.3,1015.2,41,2.2,183.3,15.8,7,Partially cloudy,partly-cloudy-day
18-12-2015,20.7,17,18.6,20.7,17,18.6,16.6,88.5,0.498,16.67,9.4,78.6,1015.1,79.7,1.4,34.3,2.9,1,Rain & Partially cloudy,rain
19-12-2015,24,15,18.3,24,15,18.3,13,75.8,0,0,13,346.6,1018.5,39.8,1.7,168.8,14.5,7,Partially cloudy,partly-cloudy-day
20-12-2015,24,12,17.7,24,12,17.7,12.3,74.5,0,0,9.4,3.1,1017.9,6.4,2,191.1,16.4,7,Clear,clear-day
21-12-2015,24,13,18.6,24,13,18.6,12.7,72.4,0,0,11.2,67,1017.2,23.3,2.1,160.8,13.8,6,Partially cloudy,partly-cloudy-day
22-12-2015,23,16,19.6,23,16,19.6,13.8,70.6,0,0,9.4,58.6,1018.8,75.8,2,81.7,7.1,5,Partially cloudy,partly-cloudy-day
23-12-2015,25,16,20.6,25,16,20.6,14.3,69.4,0,0,11.2,34.1,1017.1,34.6,2.4,166.6,14.3,7,Partially cloudy,partly-cloudy-day
24-12-2015,24,18,21,24,18,21,14.1,65.8,0.2,8.33,9.4,62.9,1016.9,61,2.7,90.3,7.9,4,Rain & Partially cloudy,rain
25-12-2015,23.3,16,19.3,23.3,16,19.3,11.6,62.5,0,0,20.5,10.8,1018.3,39.9,2.5,86.5,7.5,4,Partially cloudy,partly-cloudy-day
26-12-2015,24,13,17.5,24,13,17.5,10.2,65.6,0,0,16.6,349.7,1018.4,0,2.5,191.1,16.4,7,Clear,clear-day
27-12-2015,25,12,18.1,25,12,18.1,8.5,57.6,0,0,14.8,345.2,1018.4,0,2.9,190.4,16.3,7,Clear,clear-day
28-12-2015,24,13,17.9,24,13,17.9,10.2,64.5,0,0,11.2,335.1,1018.9,12,2.1,188.5,16.1,7,Clear,clear-day
29-12-2015,25,13,18.4,25,13,18.4,12,70.6,0,0,7.6,321.6,1017.4,49.5,1.7,175.5,15.2,7,Partially cloudy,partly-cloudy-day
30-12-2015,25,13,19,25,13,19,12.8,70.2,0,0,9.4,1.9,1016.7,51.7,1.6,186.2,16,7,Partially cloudy,partly-cloudy-day
31-12-2015,26,16,19.7,26,16,19.7,15.2,77.7,0,0,7.6,14.3,1018.2,23.3,2.1,184.8,15.9,7,Partially cloudy,partly-cloudy-day
01-01-2016,27,13,19.2,27,13,19.2,14.5,77.7,0,0,7.6,14,1018.6,1.9,2,188,16.1,7,Clear,clear-day
02-01-2016,26,15,19.8,26,15,19.8,15.2,77.5,0,0,7.6,347.7,1017.6,7.6,2.3,188.6,16.2,7,Clear,clear-day
03-01-2016,25.1,15,19.8,25.1,15,19.8,16.2,81.1,0,0,9.4,2.4,1016.5,13.7,1.6,156.3,13.5,6,Clear,clear-day
04-01-2016,25.8,15.5,19.6,25.8,15.5,19.6,14.7,76.1,0,0,9.4,22.2,1017.3,7.6,2,187.4,16.3,7,Clear,clear-day
05-01-2016,26,14,18.9,26,14,18.9,14.7,78.9,0,0,5.4,3.7,1016,0,2.2,190.3,16.4,7,Clear,clear-day
06-01-2016,25.2,15,19.3,25.2,15,19.3,14.4,76,0,0,9.4,4.4,1016.4,8.3,2.2,190.2,16.4,7,Clear,clear-day
07-01-2016,27,14,19.8,26.8,14,19.8,15.3,77.9,0,0,7.6,98.1,1016.7,19.8,1.6,179.7,15.7,7,Clear,clear-day
08-01-2016,28,16,21.5,28.9,16,21.7,17.3,79,0,0,9.4,239.3,1014.5,9,2,177.9,15.6,7,Clear,clear-day
09-01-2016,29,18,22.4,28.4,18,22.3,16.4,72.4,0,0,7.6,278.4,1012.5,12.5,2.2,154.8,13.5,7,Clear,clear-day
10-01-2016,26,17,20.9,26,17,20.9,12.3,61.2,0,0,18.4,21.4,1015.6,0,3,190,16.5,7,Clear,clear-day
11-01-2016,26,14,19.5,26,14,19.5,12,65.6,0,0,13,323.1,1015.8,7.6,2.8,196.8,16.9,7,Clear,clear-day
12-01-2016,26,14,19.2,26,14,19.2,12.7,69.1,0,0,11.2,348.3,1014.5,3.5,2.6,195.3,16.8,7,Clear,clear-day
13-01-2016,25,14,19,25,14,19,13.1,72,0,0,11.2,348.8,1013.6,2.9,2.4,192.3,16.6,7,Clear,clear-day
14-01-2016,26,14,19.6,26,14,19.6,13.6,72.3,0,0,9.4,93.6,1014.2,5.4,2.4,196,17,7,Clear,clear-day
15-01-2016,28,14,20.8,27.5,14,20.7,14.2,70.1,0,0,11.2,233,1012.3,4.1,2.5,191.2,16.5,7,Clear,clear-day
16-01-2016,27.3,17,21.4,26.9,17,21.3,14.3,67.5,0,0,13,24,1011.7,6.5,2.5,190.6,16.5,7,Clear,clear-day
17-01-2016,26.1,17,20.9,26.1,17,20.9,14.5,69.3,0,0,14.8,27.3,1013.1,11.7,2.5,179.6,15.5,7,Clear,clear-day
18-01-2016,26.1,17.9,21.1,26.1,17.9,21.1,13.9,67,0,0,9.4,42.2,1012.7,10.6,2.7,175.8,15.3,7,Clear,clear-day
19-01-2016,26.3,16,21.1,26.3,16,21.1,14.7,68.9,0,0,9.4,103.5,1012.5,25.6,2.4,153.2,13.3,6,Partially cloudy,partly-cloudy-day
20-01-2016,23,18,20.1,23,18,20.1,17.9,87.5,0.494,12.5,14.8,31.1,1013.3,68.4,2.2,102.2,8.6,5,Rain & Partially cloudy,rain
21-01-2016,23,16.7,19.3,23,16.7,19.3,15.3,78.8,0,0,14.8,355.2,1016,38.3,2.8,124.2,10.7,5,Partially cloudy,partly-cloudy-day
22-01-2016,21.4,14,17,21.4,14,17,12.3,75.6,0,0,18.4,356.5,1017.2,0,2.7,206.5,17.8,8,Clear,clear-day
23-01-2016,22,12,16.3,22,12,16.3,10.7,72.8,0,0,16.6,14.9,1018.2,4.4,2.4,210.5,18.2,8,Clear,clear-day
24-01-2016,22,11,15.7,22,11,15.7,9.5,69.9,0,0,14.8,8.5,1017.7,0,2.7,213.9,18.3,8,Clear,clear-day
25-01-2016,23.5,11,16.6,23.5,11,16.6,9.8,67.9,0,0,13,341.2,1015.5,0,2.5,213,18.3,8,Clear,clear-day
26-01-2016,24,12,17.6,24,12,17.6,10.7,68,0,0,11.2,12.1,1015.1,4.4,2.7,196.9,16.8,8,Clear,clear-day
27-01-2016,24.7,14,19.1,24.7,14,19.1,13.8,73.2,0,0,13,97.9,1013.5,37,2.4,128.3,10.9,6,Partially cloudy,partly-cloudy-day
28-01-2016,27,17,21.4,27.9,17,21.6,17.2,78.3,0.109,4.17,14.8,13,1013.3,33.1,2.4,141.7,12.2,5,Rain & Partially cloudy,rain
29-01-2016,27,16,20.7,27,16,20.7,14.7,71.1,0,0,13,0.8,1015.2,6.4,2.7,212.5,18.5,8,Clear,clear-day
30-01-2016,28,15.9,21.2,27.3,15.9,21.1,13.9,67.1,0,0,13,312.1,1013.5,0,2.4,212.6,18.5,8,Clear,clear-day
31-01-2016,29,18,23.2,33.6,18,23.5,18.3,77.4,0,0,13,210.4,1012.7,20.9,1.9,181,15.8,7,Partially cloudy,partly-cloudy-day
01-02-2016,30,18,23.3,29,18,23.1,15.2,65.3,0,0,11.2,345.3,1013.8,1.4,3,201.8,17.5,8,Clear,clear-day
02-02-2016,29,19,24.1,30.8,19,24.7,20,78.9,0,0,9.4,249.3,1014.3,28.9,2.6,179.5,15.6,7,Partially cloudy,partly-cloudy-day
03-02-2016,27.5,20.8,23.7,28.4,20.8,23.9,18.9,76.2,0,0,14.8,12.3,1013.8,37.9,2,146.9,12.8,6,Partially cloudy,partly-cloudy-day
04-02-2016,26.3,18,21.5,26.3,18,21.5,12.8,59.9,0,0,18.4,25.6,1015.5,13.7,3.1,161.2,14.1,7,Clear,clear-day
05-02-2016,27,16,20.9,26.8,16,20.8,12,58.9,0,0,11.2,11.9,1014.2,0.6,3,220.3,19.1,8,Clear,clear-day
06-02-2016,27.2,16,21.1,27.1,16,21.1,14.7,69.4,0,0,9.4,37.3,1013.2,0,2.8,221.7,19.2,8,Clear,clear-day
07-02-2016,29,16,22,28.2,16,21.9,14.6,66.6,0,0,13,18.8,1014,19.3,2,216.5,18.8,8,Clear,clear-day
08-02-2016,29,17,23.4,30.3,17,23.8,18.3,74,0.164,4.17,14.8,187,1013.2,46.1,2.5,187.3,16.3,7,Rain & Partially cloudy,rain
09-02-2016,27,20.9,23.6,30.6,20.9,23.7,20.8,84.8,2.298,4.17,13,341.2,1012.3,56.6,2.3,182.8,15.8,6,Rain & Partially cloudy,rain
10-02-2016,28,17,22.9,28.9,17,23,18.5,78.2,0,0,9.4,120.9,1011.9,25.4,2.3,212.8,18.4,8,Partially cloudy,partly-cloudy-day
11-02-2016,30,21,25,32.7,21,25.8,21.5,82.4,0,0,20.5,205.6,1010.6,51.2,2.4,189.3,16.3,8,Partially cloudy,partly-cloudy-day
12-02-2016,29.5,22,25.8,32.7,22,26.4,20.3,73.1,0,0,18.4,274,1010.4,43.8,2.8,172.5,15.1,7,Partially cloudy,partly-cloudy-day
13-02-2016,30.4,20,24.9,31.1,20,25,17.8,67.3,0,0,16.6,78.1,1012.4,4.1,2.8,174.9,15.1,7,Clear,clear-day
14-02-2016,29.1,22,25,31.4,22,25.9,21.8,83,0,0,11.2,136.2,1012.9,41.8,2.5,154.4,13.3,6,Partially cloudy,partly-cloudy-day
15-02-2016,31,21,25.8,34.6,21,26.9,22.1,81.2,0.1,4.17,7.6,138.2,1014.6,35.6,2.5,176.6,15.2,7,Rain & Partially cloudy,rain
16-02-2016,32,23,27.3,36.8,23,28.9,22.7,77.2,0,0,9.4,92.2,1015.5,42.4,2.5,193.9,16.8,8,Partially cloudy,partly-cloudy-day
17-02-2016,32.1,23.5,27.6,36.8,23.5,29.4,22.3,74,0,0,7.6,333.2,1014.8,27.3,2.7,221.5,19,8,Partially cloudy,partly-cloudy-day
18-02-2016,34,22,27.8,34.6,22,28.5,19.7,65.1,0,0,13,260.8,1013.3,5.7,3.1,230.3,19.9,8,Clear,clear-day
19-02-2016,35,24,29.2,35.2,24,29.9,19.6,60.8,0,0,16.6,241.4,1012.4,1.1,3.3,234.2,20.3,8,Clear,clear-day
20-02-2016,36,24,29.6,35.7,24,30.1,18.6,55,0,0,11.2,255.6,1011.2,13.7,3.4,226.7,19.5,8,Clear,clear-day
21-02-2016,36,25,29.8,35.2,25,30.5,19.1,57.1,0,0,13,270.7,1009.3,19.9,3.3,230.8,20,8,Clear,clear-day
22-02-2016,32.2,24,27.7,32,24,27.6,17.4,56.6,0,0,14.8,341.5,1012,25.9,3.2,235.1,20.3,8,Partially cloudy,partly-cloudy-day
23-02-2016,31,22,26.4,30.6,22,26.4,18.2,63.5,0,0,14.8,4.6,1012.2,34.7,2.9,201.2,17.5,8,Partially cloudy,partly-cloudy-day
24-02-2016,26.5,21,24,26.5,21,24,21,83.7,36.669,12.5,18.4,124.6,1012.1,79.7,2.6,107,9.1,5,Rain & Partially cloudy,rain
25-02-2016,28,20,23.9,30.1,20,24.3,21.3,86,31.818,12.5,18.4,157.3,1014.6,69,3,131.8,11.4,5,Rain & Partially cloudy,rain
26-02-2016,28,22,24.5,29.7,22,24.9,21.4,83.6,6.851,12.5,20.5,161,1016.6,81.3,2.7,129.2,11.1,5,Rain & Partially cloudy,rain
27-02-2016,31,21,25.5,31.9,21,25.8,19.8,73.3,0.179,4.17,13,16.6,1016.3,45.8,3.2,164.6,14.1,7,Rain & Partially cloudy,rain
28-02-2016,30.4,22,26.3,32.6,22,27.2,20.9,73.9,0,0,11.2,164,1016.9,37.8,3,213.5,18.6,7,Partially cloudy,partly-cloudy-day
29-02-2016,31,23,26.6,34.6,23,27.9,21.7,75.9,0,0,9.4,338.2,1016.2,38.3,2.9,214.9,18.6,7,Partially cloudy,partly-cloudy-day
01-03-2016,32,23,27.2,34.9,23,28.4,21.2,71.5,0,0,9.4,237.5,1014.2,36.5,3,227.4,19.6,8,Partially cloudy,partly-cloudy-day
02-03-2016,32,23,26.9,32.9,23,27.5,19.9,67.7,0.405,4.17,18.4,202.6,1014.1,48.1,3.5,225.2,19.4,8,Rain & Partially cloudy,rain
03-03-2016,33,22,27.5,35.8,22,28.9,20.9,69.5,0,0,14.8,250.4,1013.6,37.2,3.2,228.8,19.8,8,Partially cloudy,partly-cloudy-day
04-03-2016,35,24,28.6,35.7,24,29.4,20.4,65.3,0,0,14.8,208.5,1011.6,21.5,3.3,252,21.9,9,Partially cloudy,partly-cloudy-day
05-03-2016,36,23,29,39.8,23,31,21.3,65.5,0,0,11.2,241.3,1010.6,27.3,3,248,21.4,9,Partially cloudy,partly-cloudy-day
06-03-2016,34,24,28.5,34.6,24,29.2,19.5,60.8,0.169,4.17,14.8,159,1011.1,55.2,3,232,19.9,9,Rain & Partially cloudy,rain
07-03-2016,34,23,27.9,33.3,23,28.1,18.6,60.3,0,0,13,324.6,1010.6,33,3.1,253.9,22,9,Partially cloudy,partly-cloudy-day
08-03-2016,34,24,28.3,35.1,24,29,19.2,59.6,0,0,13,278.5,1009.8,17.3,3.5,249.8,21.5,9,Clear,clear-day
09-03-2016,35,25.2,29.9,36.9,25.2,31.9,20.8,59.8,0,0,14.8,245.9,1009.1,31.8,3.1,243.5,21.1,9,Partially cloudy,partly-cloudy-day
10-03-2016,33,26.3,29.4,34.7,26.3,31.3,20.7,60.9,0,0,13,139.1,1010.6,51.3,3.2,221.4,19.1,8,Partially cloudy,partly-cloudy-day
11-03-2016,36,26,29.9,37.4,26,32.2,21.7,64.3,0,0,25,257,1010.8,44.4,3,236.5,20.5,8,Partially cloudy,partly-cloudy-day
12-03-2016,36,26,30.4,37.3,26,33.1,21.8,64.3,0,0,16.6,232.7,1009.4,46.7,3.1,209.7,18.2,8,Partially cloudy,partly-cloudy-day
13-03-2016,33,25,28.6,32.7,25,29.4,18.9,58.7,0,0,24.1,7.7,1012,12.5,3.6,260.6,22.5,9,Clear,clear-day
14-03-2016,31,23,26.9,31.9,23,27.2,18.2,60.4,0,0,16.6,13.5,1012.7,50.7,3.7,240.7,20.9,9,Partially cloudy,partly-cloudy-day
15-03-2016,34,23,28,34.1,23,28.6,18.8,60.1,0,0,16.6,251.8,1011,22.3,3.2,261.2,22.5,9,Partially cloudy,partly-cloudy-day
16-03-2016,33,22,28.1,33,22,29,19.7,63,0,0,14.8,336.6,1010.2,24.7,3.4,239,20.7,9,Partially cloudy,partly-cloudy-day
17-03-2016,33.4,23,28.2,32,23,27.9,16.6,53.9,0,0,11.2,52,1011.5,2.9,3.4,272.3,23.5,9,Clear,clear-day
18-03-2016,34,23,28.2,37.4,23,30.4,21.2,67.1,0,0,20.5,215.3,1009.5,26.5,2.9,237,20.5,9,Partially cloudy,partly-cloudy-day
19-03-2016,32.1,21,26.8,39.5,21,29.7,23.6,82.8,3.252,8.33,16.6,152.6,1008.1,51.7,3.1,227.6,19.7,8,Rain & Partially cloudy,rain
20-03-2016,33.1,24,28.7,40.6,24,32.8,23.8,75.6,0,0,11.2,188.3,1007.5,46.1,3.1,222.4,19.3,8,Partially cloudy,partly-cloudy-day
21-03-2016,36.4,27,30.9,43.2,30.6,35.1,23.2,66.2,0,0,14.8,214.8,1006.3,27.3,3.3,244.1,21.1,9,Partially cloudy,partly-cloudy-day
22-03-2016,34.5,26.4,30.2,34.6,26.4,31.4,18.3,53.8,0,0,14.8,293.7,1006.6,8.4,3.2,275.7,23.7,9,Clear,clear-day
23-03-2016,34.5,24.3,28.9,32.9,24.3,28.4,15.3,47.9,0,0,13,355.8,1008.8,7.6,3.5,278.3,24,10,Clear,clear-day
24-03-2016,35,22,28.7,36.9,22,30.4,20.1,61.9,0,0,9.4,149.2,1011.9,22.3,3.2,271.5,23.3,9,Partially cloudy,partly-cloudy-day
25-03-2016,35,24,29.4,38.5,24,31.6,21.7,66.1,0,0,14.8,210.7,1012.4,25.8,3.1,274.2,23.7,9,Partially cloudy,partly-cloudy-day
26-03-2016,34,26,29.6,37.2,26,32.9,23.3,70.9,0,0,20.5,189.9,1010.8,18.4,3.5,264.7,22.9,9,Clear,clear-day
27-03-2016,34,26,29.4,40.6,26,33.9,24.2,74.6,0,0,27.7,192.8,1010.6,41.7,3.3,245.7,21.3,9,Partially cloudy,partly-cloudy-day
28-03-2016,35,27,29.9,36.3,29.6,32.8,21.6,63.7,0,0,16.6,241.5,1010.6,52,3.4,234.8,20.3,8,Partially cloudy,partly-cloudy-day
29-03-2016,35,25,29.6,41.9,25,33.7,23.9,72.6,0,0,27.7,194.6,1010.5,36.7,3.2,253.7,21.9,9,Partially cloudy,partly-cloudy-day
30-03-2016,35,27,30,39.5,30.6,35,24.4,73.6,0.821,4.17,24.1,186.3,1011.2,60.1,3.4,222.4,19.3,8,Rain & Partially cloudy,rain
31-03-2016,35,26,29.8,39.6,26,34.1,24.3,74.2,0.024,4.17,24.1,193.9,1008.9,65.7,3.4,240.2,20.6,9,Rain & Partially cloudy,rain
01-04-2016,30,21,26.6,35.6,21,28.6,21.5,74.2,0.164,4.17,18.4,124.6,1008.4,67.7,3.4,244.6,21.2,9,Rain & Partially cloudy,rain
02-04-2016,34,26,29.5,42,26,33.8,24.1,73.6,0,0,22.3,186.1,1008.4,46.1,3.4,212.4,18.3,8,Partially cloudy,partly-cloudy-day
03-04-2016,34,27.8,30.1,40.8,32,36.1,25,75,0,0,25.9,191.3,1008.5,62.6,3.3,202.7,17.3,7,Partially cloudy,partly-cloudy-day
04-04-2016,36,28.5,31.2,44.1,34.3,38.5,25.6,73.3,0,0,22.3,198.2,1006.2,60.8,3.6,239.8,20.7,9,Partially cloudy,partly-cloudy-day
05-04-2016,35,28,30.9,45.8,32.7,38.8,26,75.7,0,0,22.3,180,1004.7,52.9,3.5,254.1,21.9,9,Partially cloudy,partly-cloudy-day
06-04-2016,38.1,28,32.8,44.7,33.1,39.4,24.5,64.2,0,0,20.5,220.1,1005.4,37.3,3.2,287.1,24.7,10,Partially cloudy,partly-cloudy-day
07-04-2016,40,27,32.6,42.4,30.8,37.5,23,61.4,0,0,22.3,191.2,1005.9,32.7,3.3,280.7,24.3,9,Partially cloudy,partly-cloudy-day
08-04-2016,38,28,32.5,44.9,30.5,37.8,23.3,60.8,0,0,22.3,201.6,1006.9,35.9,3.4,259.3,22.3,9,Partially cloudy,partly-cloudy-day
09-04-2016,40,28,32.9,44.6,32.7,39.3,24.4,64.5,0,0,18.4,207.4,1006.3,11.5,3.4,281.7,24.4,9,Clear,clear-day
10-04-2016,40.5,29,33.6,42.3,33.5,38.2,22.4,55.7,0,0,18.4,191,1006.2,12.2,3.5,287.7,24.8,10,Clear,clear-day
11-04-2016,42,28.8,34.5,45.5,34.5,39.1,22,53.2,0,0,20.5,217.5,1004,5,3.4,285.8,24.7,10,Clear,clear-day
12-04-2016,41,28.9,34.5,42.3,34.3,38.5,21.1,49.8,0,0,18.4,227.2,1002.5,12.3,3.4,282.2,24.4,10,Clear,clear-day
13-04-2016,40,28,33.6,40.6,31.3,35.9,19.2,47.3,0,0,18.4,230.5,1002.1,10.6,3.4,300,25.9,10,Clear,clear-day
14-04-2016,39.2,28,32.7,47.2,31.9,38,23.2,60.1,0,0,25.9,195.5,1003.7,19.4,3.6,293,25.2,9,Clear,clear-day
15-04-2016,41,28.8,33.1,44.7,33.6,38.7,23.3,61.6,0,0,22.3,210.1,1004.6,11.4,3.4,298,25.7,10,Clear,clear-day
16-04-2016,37,28,31.7,45.4,33.6,40.5,26.3,74.5,0,0,29.5,210.5,1003.6,30.7,3.9,275.9,23.8,9,Partially cloudy,partly-cloudy-day
17-04-2016,38,28,32.1,50.8,32.7,40.5,26,71.9,0,0,22.3,164.4,1003.7,31.9,3.9,284.9,24.4,10,Partially cloudy,partly-cloudy-day
18-04-2016,37,28,32,44.5,32.7,38.8,24.9,67.6,0,0,20.5,194.9,1004.6,38.1,3.6,252.8,21.7,9,Partially cloudy,partly-cloudy-day
19-04-2016,38,28,32.2,47.7,31.9,38.6,24.4,64.8,0,0,25.9,207.6,1004.7,12.6,3.6,281.1,24.3,10,Clear,clear-day
20-04-2016,37,28.8,31.9,46,33.6,38.8,24.8,67.3,0,0,25.9,224.6,1005,15.2,3.8,292.8,25.2,10,Clear,clear-day
21-04-2016,38,28,32.1,49,32.7,40.6,26.1,72.4,0,0,29.5,215.6,1002.6,37.3,3.5,285,24.6,9,Partially cloudy,partly-cloudy-day
22-04-2016,40,28.4,32.8,51.7,35.2,42.7,26.8,72.7,0,0,24.1,193.6,1001.1,17.8,3.5,295.2,25.4,10,Clear,clear-day
23-04-2016,39,28.9,32.9,49.6,35.6,42.2,26.4,70.7,0,0,24.1,198.4,998.5,13.8,3.4,299.3,25.9,10,Clear,clear-day
24-04-2016,41,28.1,34,44.5,33.7,39.2,22.4,57,0,0,24.1,232.6,1000.4,3.2,3.5,305.2,26.2,10,Clear,clear-day
25-04-2016,39,29,32.5,49,35.6,40.7,25.8,69.7,0,0,24.1,205.2,1004,36.2,3.6,258,22.3,9,Partially cloudy,partly-cloudy-day
26-04-2016,38,29.8,32.4,50.8,36.2,41.4,26.2,70.9,0,0,31.7,217,1006.6,46.2,3.7,248.2,21.6,9,Partially cloudy,partly-cloudy-day
27-04-2016,38,29.5,32.7,47.9,37.1,41.7,26.2,70.4,0,0,29.5,203.8,1004.9,39.3,3.8,287.3,24.6,10,Partially cloudy,partly-cloudy-day
28-04-2016,38,28.8,32.2,49,35.6,42,26.8,74.1,0,0,25.9,203.3,1004.1,48,3.5,279.4,24.3,10,Partially cloudy,partly-cloudy-day
29-04-2016,41,28.9,33.2,50.3,34.8,42.6,26.2,69.3,0,0,31.7,202.7,1004.5,34.4,3.6,279.9,24.3,10,Partially cloudy,partly-cloudy-day
30-04-2016,39,29,33.2,44.6,33.6,39.2,23.8,60,0,0,16.6,197.3,1004.3,36.9,3.7,252.7,21.9,9,Partially cloudy,partly-cloudy-day
01-05-2016,41,28.5,33,48.4,30.8,38.7,23.4,59.8,0,0,27.7,186.4,1002.9,31,3.6,294,25.3,10,Partially cloudy,partly-cloudy-day
02-05-2016,37.7,28,32.4,46.7,31.9,40.3,25.4,68.4,0,0,18.4,162.1,1004.1,34.8,3.4,302.9,26.1,10,Partially cloudy,partly-cloudy-day
03-05-2016,37,25.4,31.7,45.4,25.4,39.5,25.7,72.3,0,0,33.5,191.3,1005.5,50.6,3.4,240.6,20.7,8,Partially cloudy,partly-cloudy-day
04-05-2016,33,25,29.1,37,25,31.4,21.1,63.3,4.679,8.33,24.1,105.3,1006.4,54.4,3.4,233.8,20.2,9,Rain & Partially cloudy,rain
05-05-2016,35.7,23,30.1,41.6,23,33.2,22.3,65.6,0,0,32.6,103.3,1007.3,47.5,3.4,281.7,24.2,9,Partially cloudy,partly-cloudy-day
06-05-2016,37.1,25.6,31.8,43.2,25.6,36.4,23,61.8,0.012,4.17,22.3,184.9,1006.5,34.9,3.5,288.4,24.8,9,Rain & Partially cloudy,rain
07-05-2016,37,24,31.2,47.6,24,38.2,25.4,72.8,0.246,4.17,24.1,186.6,1006.4,57.2,3.6,283.2,24.4,9,Rain & Partially cloudy,rain
08-05-2016,36,22,29.5,46.3,22,34.7,24.1,74.6,3.044,8.33,22.3,189.6,1008.4,49.4,3.7,270.5,23.5,9,Rain & Partially cloudy,rain
