datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
07-06-2015,37,29,32.6,47.6,35.6,40.7,25.6,67.8,0,0,23.9,170.2,1002.1,35.9,3.6,278.5,24.1,9,Partially cloudy,partly-cloudy-day
08-06-2015,37,29,32.8,46.3,35.6,40.6,25.3,65.9,0,0,27.7,174.1,1001.7,31.2,3.5,262.7,22.7,9,Partially cloudy,partly-cloudy-day
09-06-2015,37,28,32.3,46.3,32.7,39.6,25.2,67.4,2,4.17,27.4,169.5,1000.5,37.2,3.3,269.9,23.5,9,Rain & Partially cloudy,rain
10-06-2015,37,28,32.4,51.5,31.9,42.6,26.8,72.9,0,0,27.7,155.2,999.8,55.3,3.2,246.2,21.3,9,Partially cloudy,partly-cloudy-day
11-06-2015,37,23,30.8,49.5,23,39.3,26.5,79.4,29,4.17,31,166.6,1000.5,58.5,3.2,208.2,17.9,9,Rain & Partially cloudy,rain
12-06-2015,34,26,29.8,43.8,26,35.7,25.7,79.6,0,0,27.4,184.7,1001.9,64.7,3.2,128.1,11.1,6,Partially cloudy,partly-cloudy-day
13-06-2015,31,25,28.1,40.6,25,33.3,25.9,88.1,49,12.5,16.4,171,1001.5,76.9,2.9,150.8,13,5,Rain & Partially cloudy,rain
14-06-2015,35,26,28.6,43.3,26,32.9,25.3,83.5,29,4.17,11.2,173.9,1001.1,61.6,2.6,223.8,19.4,8,Rain & Partially cloudy,rain
15-06-2015,33,26,29.2,43.8,26,35.5,26.2,84.9,0.9,4.17,11.2,156.9,1000.5,77.6,3,146.5,12.6,7,Rain & Partially cloudy,rain
16-06-2015,32,28,29.4,40.7,33.6,36.7,26.5,85.2,4.2,12.5,16.6,154.4,1000.6,69.5,2.8,119,10.4,5,Rain & Partially cloudy,rain
17-06-2015,33,28,29.7,43.8,33.5,37.8,26.8,84.4,0,0,9.4,148.9,1000.3,66.2,3.1,193.9,16.8,7,Partially cloudy,partly-cloudy-day
18-06-2015,35,28,30.6,45.3,33.6,38.5,26.2,78,0,0,14.8,98,1000,43.2,3.7,247.1,21.2,8,Partially cloudy,partly-cloudy-day
19-06-2015,33,28,29.6,42.3,33.6,37.1,26.4,83.4,0.6,4.17,18.4,78.9,999.4,55.3,3.3,206.2,17.8,8,Rain & Partially cloudy,rain
20-06-2015,32,27,28.6,40.6,31.2,34.8,26.1,86.8,9.6,8.33,20.5,78.5,998.3,74.1,2.9,147.9,12.7,4,Rain & Partially cloudy,rain
21-06-2015,31,27,28.5,40.6,31.2,35.1,26.6,89.6,16.8,12.5,24.1,85.8,996.6,74.4,3,149.6,13,5,Rain & Partially cloudy,rain
22-06-2015,29,27,27.7,35.6,30.6,32.6,25.7,89.2,18,12.5,9.4,116.3,994.7,81.8,2.5,148.1,12.8,6,Rain & Partially cloudy,rain
23-06-2015,31,28,29.1,39.1,33.5,35.7,26,83.3,0,0,14.8,205.7,995,87.4,3,97.5,8.2,6,Partially cloudy,partly-cloudy-day
24-06-2015,30,27,28.5,40.4,30.6,35.2,26.3,87.7,9.4,8.33,14.8,238.5,996.8,82.8,2.4,73.2,6.4,3,Rain & Partially cloudy,rain
25-06-2015,30,27,28.1,38.8,31.2,34.2,26.4,90.6,0.6,4.17,13,275.2,995.7,79.3,2,52.4,4.4,3,Rain & Partially cloudy,rain
26-06-2015,31,27,28.5,40.6,31.2,34.7,26.3,88.1,10.4,16.67,18.4,261.5,993.8,95.9,2.3,63.4,5.5,2,Rain & Overcast,rain
27-06-2015,28,25,26.3,33.6,25,28.3,24.8,91.7,28,12.5,14.8,225.3,995.8,96.8,2.1,33,2.9,1,Rain & Overcast,rain
28-06-2015,29,26,27,38.2,26,30.3,25.9,93.8,16,8.33,16.6,135.4,1002.9,96.3,2.2,136,12,7,Rain & Overcast,rain
29-06-2015,34,26,29.5,45.7,26,36.3,26.5,84.4,0,0,16.6,148.8,1005.1,73.2,2.5,200.8,17.3,6,Partially cloudy,partly-cloudy-day
30-06-2015,32,28,29.3,42.3,33.6,36.8,26.6,85.4,0,0,22.3,160.6,1003.8,55.6,3.1,191.8,16.6,7,Partially cloudy,partly-cloudy-day
01-07-2015,30,27,28.5,37.4,31.2,34.8,26.3,88,0.8,8.33,11.2,186.5,1003.1,79.5,2.4,141.4,12.2,7,Rain & Partially cloudy,rain
02-07-2015,33,25,28.8,42.1,25,34.3,25.7,84.1,86,12.5,14.8,195.5,1002.4,86.6,2.4,191.9,16.4,7,Rain & Partially cloudy,rain
03-07-2015,33,25,28.5,45.8,25,34.1,25.9,86.5,8,4.17,22,172.1,1001.3,89.9,2.4,196.2,17,6,Rain & Partially cloudy,rain
04-07-2015,36,26,30.9,46.3,26,38.2,26,76.7,20,4.17,22.3,227.7,999.8,72.3,3,204.4,17.6,8,Rain & Partially cloudy,rain
05-07-2015,32,26,28.7,44.1,26,35.5,26.8,89.3,8,8.33,13,91.1,998.8,89.6,2.6,137.7,11.8,5,Rain & Partially cloudy,rain
06-07-2015,35,26,29.9,47.3,26,37.6,26.6,83.2,11,4.17,14.8,4.7,997.8,85,2.9,144.5,12.4,6,Rain & Partially cloudy,rain
07-07-2015,32,27,28.3,44.2,30.6,34.9,26.8,91.4,52,4.17,16.6,197,997.8,93.1,2.2,141.7,12.3,6,Rain & Overcast,rain
08-07-2015,31,27,28.3,42.4,31.2,35.1,26.8,91.2,40,12.5,11.2,260.4,997.9,92.4,2.1,85.1,7.3,4,Rain & Overcast,rain
09-07-2015,29,26,27.2,38.2,26,31.5,26.3,95,82,25,17.9,188.7,997.2,100,2,91,8,4,Rain & Overcast,rain
10-07-2015,30,26,27.9,42.2,26,33.7,27,95.3,110,20.83,18.4,139.8,998.2,97.3,2.5,60.7,5.2,3,Rain & Overcast,rain
11-07-2015,32,28,29.6,44.1,32.7,37.9,27,86.1,0.8,4.17,23.8,158.5,1001.2,82.3,3.2,194.1,16.8,8,Rain & Partially cloudy,rain
12-07-2015,34,27,30.5,45.3,30.6,38.7,26.5,80.2,0,0,14.8,199.1,1001.9,58.2,3.1,203.3,17.5,7,Partially cloudy,partly-cloudy-day
13-07-2015,33.1,28,30.1,46.2,34.5,40.3,27.8,87.7,59,8.33,18.1,177.7,1000.3,65.4,2.8,211.4,18.4,8,Rain & Partially cloudy,rain
14-07-2015,36,27,29.9,52.5,31.2,39.1,27.6,88.2,39,4.17,16.4,168.6,998.5,69.3,2.4,166.9,14.3,5,Rain & Partially cloudy,rain
15-07-2015,34,26,29.6,47.9,26,38.1,27.4,88.6,61,12.5,16.6,182.9,996.8,93.6,2.5,111.5,9.7,6,Rain & Overcast,rain
16-07-2015,32,26,28.3,44.1,26,34.2,26.5,90.4,2,4.17,11.2,143.6,996.7,82,2.8,130.2,11.2,5,Rain & Partially cloudy,rain
17-07-2015,32,26,28.3,44,26,34.2,26.4,89.6,13,8.33,14.6,141.3,997.6,89,3,74.3,6.3,3,Rain & Partially cloudy,rain
18-07-2015,31,26,28.7,40.6,26,34.4,26,85.5,0.7,4.17,16.6,211.6,998.5,74.6,3,86.5,7.5,5,Rain & Partially cloudy,rain
19-07-2015,33,26,29.1,44.1,26,36.1,26.6,87,14,4.17,16.6,153.6,997.6,82.7,3.3,129.2,11.2,5,Rain & Partially cloudy,rain
20-07-2015,29,25,26.8,36.8,25,29.6,25.5,92.5,28,16.67,11.2,122.9,998,79.7,3.1,95.5,8.2,4,Rain & Partially cloudy,rain
21-07-2015,33,26,28.6,43.8,26,34.5,26.3,87.8,31,4.17,29.5,140.3,1000.2,68.8,3.4,143.8,12.4,6,Rain & Partially cloudy,rain
22-07-2015,30,27,28.3,40.3,31.2,35,26.9,92.5,3.8,8.33,16.6,131.8,1002.2,91.1,3.1,136,11.7,7,Rain & Overcast,rain
23-07-2015,32,27,28.5,44.1,31.2,35.2,26.7,90.4,7,4.17,16.6,160.6,1003.5,75.5,3.5,146.7,12.8,6,Rain & Partially cloudy,rain
24-07-2015,32.9,26,29,45.6,26,36.3,26.9,88.7,10,12.5,18.1,212.4,1003,77.7,3.4,106.9,9.3,5,Rain & Partially cloudy,rain
25-07-2015,28,26,26.6,34.5,26,29.1,25.6,94,85,12.5,11,12.8,999.8,96.3,2.3,44.5,3.8,2,Rain & Overcast,rain
26-07-2015,31,25,27.6,36.5,25,30.7,25,86.8,30,12.5,25.9,7.5,997.3,84.2,3.2,123.6,10.7,6,Rain & Partially cloudy,rain
27-07-2015,32,25,26.8,40.6,25,29.1,24.9,90,28,16.67,25.9,357.8,997.5,89,3,31.5,2.7,1,Rain & Partially cloudy,rain
28-07-2015,30,26,27.8,38.8,26,33.1,26,89.7,1,4.17,24.1,2.2,998.2,77.7,3.5,106.1,9.2,4,Rain & Partially cloudy,rain
29-07-2015,28,27,27.2,34.5,30.6,31.5,25.8,92.2,18,12.5,22.3,321.2,996.6,80.7,2.9,65.7,5.6,2,Rain & Partially cloudy,rain
30-07-2015,33,27,28.3,43.8,31.2,34.2,26.3,89.2,18,12.5,24.1,331.5,995.4,92.6,2.8,130.5,11.3,5,Rain & Overcast,rain
31-07-2015,30,26,26.8,37.4,26,28.9,25.2,91.2,45,16.67,25.6,321.2,996.4,94.1,2.5,76,6.5,5,Rain & Overcast,rain
01-08-2015,27,25,26.1,31.2,25,27.7,25.4,95.9,106,25,27.7,255.8,997.9,99.5,2.2,45.2,4,2,Rain & Overcast,rain
02-08-2015,29,26,27.5,36.8,26,32.4,26.2,92.7,16,8.33,18.4,156.8,1001.1,92.7,2.9,68.5,5.9,3,Rain & Overcast,rain
03-08-2015,32,26,28.6,42.3,26,34.9,26.3,87.7,7,4.17,16.6,154.6,1002.8,72.8,3.2,229,19.9,8,Rain & Partially cloudy,rain
04-08-2015,34,28,30.6,44.1,33.5,38.9,26.5,79.8,0,0,18.4,176.2,1002,59.7,3.4,245.5,21.1,8,Partially cloudy,partly-cloudy-day
05-08-2015,33,27,29.7,43.8,31.2,37.7,26.9,85.2,21,4.17,18.4,182.3,1000.6,54.1,3,196.6,17,8,Rain & Partially cloudy,rain
06-08-2015,34,28,30.7,43.5,33.6,37.9,25.6,75.6,0,0,13,260.1,999.8,56.4,3.3,223.1,19.2,7,Partially cloudy,partly-cloudy-day
07-08-2015,34,28,30.5,42.3,34.5,37.5,25.7,77,0,0,14.6,179.7,1001.1,51.7,3.4,193.4,16.7,7,Partially cloudy,partly-cloudy-day
08-08-2015,34,27,30.7,42,31.2,37.8,25.7,76,0,0,13,135.2,1001.6,46,3.9,231.2,20,8,Partially cloudy,partly-cloudy-day
09-08-2015,35,28,31.3,43.5,33.5,39.3,26,74.8,0,0,22.3,148,1000.1,48.1,4,229.1,19.8,8,Partially cloudy,partly-cloudy-day
10-08-2015,35,29,31.1,43.8,36.8,39.6,26.4,77,0,0,16.6,128.8,1001,49.1,4.3,222.7,19.3,7,Partially cloudy,partly-cloudy-day
11-08-2015,34,29,30.8,42.3,35.6,38.6,26,75.9,0,0,22.3,103.7,1003.2,50.1,4,189.6,16.2,7,Partially cloudy,partly-cloudy-day
12-08-2015,32,28,30,42.3,33.6,38.8,27,84,0.5,8.33,18.4,119.7,1003.3,56.5,3.5,159,13.7,7,Rain & Partially cloudy,rain
13-08-2015,34,28,30.2,45.3,34.5,38.7,26.8,82.4,4,4.17,16.6,133.2,1003.5,58.8,4,166,14.4,5,Rain & Partially cloudy,rain
14-08-2015,35,28,30.7,46.7,33.6,39.5,26.8,80.1,0.7,4.17,24.1,170.1,1002.7,56.5,3.9,223.2,19.2,8,Rain & Partially cloudy,rain
15-08-2015,31,28,29.3,42.3,34.5,37.6,27.2,88.9,3,4.17,18.4,167.3,1004.2,64.9,3.5,153.1,13.2,5,Rain & Partially cloudy,rain
16-08-2015,30,27,29,40.4,31.2,37,27.1,89.3,3,8.33,20.5,181.2,1004.2,82.5,3,129.7,11.1,4,Rain & Partially cloudy,rain
17-08-2015,33,28,30,45.8,33.6,38.5,26.9,84.1,4,4.17,23.9,191.1,1003.9,64.6,3.3,166.8,14.2,7,Rain & Partially cloudy,rain
18-08-2015,32,28,29.8,44.1,34.5,39,27.5,87.6,14,4.17,22.1,220.5,1004.6,67.7,3.2,115.1,10.1,5,Rain & Partially cloudy,rain
19-08-2015,34,28,29.7,44.1,33.6,37.5,26.7,84.4,10,4.17,22.3,214.9,1003.8,81.6,3.3,114.5,9.9,6,Rain & Partially cloudy,rain
20-08-2015,34,28,30.7,45.3,33.6,40.1,27.1,81.7,0,0,16.6,241,1003,84.2,3.1,126.5,10.7,6,Partially cloudy,partly-cloudy-day
21-08-2015,33,26,30.2,45.8,26,39.8,27.5,85.8,11,4.17,14.8,293.3,1002.6,77.9,2.8,185.2,15.9,9,Rain & Partially cloudy,rain
22-08-2015,34,28,30.8,43.5,33.5,38,25.7,75.5,0,0,16.3,291.5,1001,58.1,3.3,220.9,19.1,7,Partially cloudy,partly-cloudy-day
23-08-2015,34,27,29.6,47.3,31.2,38,27,86.4,47,8.33,25.6,192,1000.7,67.8,2.9,188.2,16.2,7,Rain & Partially cloudy,rain
24-08-2015,35,27,30.3,46.7,31.2,39.1,26.9,82.7,0,0,16.6,215.3,1001,64.6,2.7,188.9,16.4,7,Partially cloudy,partly-cloudy-day
25-08-2015,34,28,30.1,45.3,33.6,39,27,84,0.6,4.17,13,173.3,1000.5,81.1,2.9,130.7,11.2,6,Rain & Partially cloudy,rain
26-08-2015,34,28,30.5,43.8,33.6,39.1,26.8,81.3,0.2,4.17,16.6,110,1001.2,64.6,3.2,199.5,17.1,8,Rain & Partially cloudy,rain
27-08-2015,32,28,29.1,44.3,33.6,36.9,26.9,87.9,11,8.33,27.5,113.6,1001.5,69.5,3.2,169.2,14.5,7,Rain & Partially cloudy,rain
28-08-2015,32,27,29.3,44.3,31.2,37.9,27.3,88.7,2,4.17,20.5,149.4,1001.9,73.7,3.2,160.4,13.8,8,Rain & Partially cloudy,rain
29-08-2015,31,27,28.9,40.6,31.2,36.6,27,89.5,20.8,8.33,24.1,171.4,1001.5,75.6,3,160.7,13.9,7,Rain & Partially cloudy,rain
30-08-2015,33,28,30.2,44.3,33.6,39.8,27.4,84.9,0,0,24.1,188.8,1001.6,69.5,3.3,170.1,14.7,8,Partially cloudy,partly-cloudy-day
31-08-2015,33,26,29.1,46.1,26,36.8,27.2,89.5,43,8.33,20.5,212.1,1002.4,88.5,2.9,114.1,9.9,5,Rain & Partially cloudy,rain
01-09-2015,30,27,28.2,40.4,31.2,34.7,26.7,91.7,3.5,8.33,13,226.3,1001.3,89.5,2.5,56.4,5,3,Rain & Partially cloudy,rain
02-09-2015,35,25,29.3,46.7,25,34.8,25.6,81.9,47,8.33,13,272.6,1002,75.4,3,154.4,13.5,6,Rain & Partially cloudy,rain
03-09-2015,33,25,29.4,45.7,25,36.4,26.4,84.5,0,0,16.6,209.6,1005.2,75.5,2.8,110.8,9.5,4,Partially cloudy,partly-cloudy-day
04-09-2015,34,28,30.6,46.2,34.6,39.6,26.9,81.3,0,0,14.6,168.7,1007.5,71.1,2.8,173.7,14.9,6,Partially cloudy,partly-cloudy-day
05-09-2015,34,26,30.1,45.3,26,37.7,26.5,81.7,0,0,20.3,200.5,1007.1,71.1,2.6,193,16.6,7,Partially cloudy,partly-cloudy-day
06-09-2015,36,28,31.8,46.3,33.6,39.7,25.7,71.8,0,0,13,271.1,1005.8,49.1,3,229,19.8,8,Partially cloudy,partly-cloudy-day
07-09-2015,36,28,31.8,43.5,33.5,37.9,24.4,67.6,0,0,14.8,231.3,1005.4,46.2,3.1,191.7,16.5,8,Partially cloudy,partly-cloudy-day
08-09-2015,36,29,32,42.3,35.6,38.2,24.3,65.6,0,0,14.6,314.2,1004.7,47,3.4,249.7,21.6,8,Partially cloudy,partly-cloudy-day
09-09-2015,37,29,32.9,45,35.6,40.1,24.8,64.1,0,0,14.6,323.1,1004.7,41,3.2,250.1,21.6,8,Partially cloudy,partly-cloudy-day
10-09-2015,35,28,31,46.7,32.7,39.5,26.3,77,0,0,13,103.2,1005.8,66,2.9,136.7,11.8,5,Partially cloudy,partly-cloudy-day
11-09-2015,33,28,30,42.3,33.6,37.7,26.4,81.5,0,0,20.5,120.9,1006.3,42.5,3.4,182.3,15.6,8,Partially cloudy,partly-cloudy-day
12-09-2015,34,27,29.8,42.1,31.2,36.2,25.7,80,3,4.17,20.5,121.2,1006.5,51.8,3.5,215.9,18.7,8,Rain & Partially cloudy,rain
13-09-2015,34,28,30.3,45.3,33.6,38.4,26.4,80.7,0,0,14.8,107.5,1005.7,54.4,3.3,194.9,16.9,7,Partially cloudy,partly-cloudy-day
14-09-2015,33,28,30.2,42.4,33.6,37.9,26.3,80.1,0,0,18.4,95.1,1003.9,53.7,3.5,173.2,15,8,Partially cloudy,partly-cloudy-day
15-09-2015,32,28,29.1,40.6,33.6,36.4,26.6,86.9,8,8.33,22.3,94,1002.8,63.4,3.2,151.5,13,6,Rain & Partially cloudy,rain
16-09-2015,30,28,28.6,38.9,33.6,35.8,26.9,90.4,5,4.17,16.6,104.5,1002.6,67.9,3.4,146,12.6,6,Rain & Partially cloudy,rain
17-09-2015,34,27,30.5,45.3,31.2,38.7,26.6,80.5,0,0,14.8,124.6,1003.7,47.2,3.2,212.1,18.4,7,Partially cloudy,partly-cloudy-day
18-09-2015,35,27,30.4,46.7,31.2,38.7,26.7,81.6,5,8.33,20.5,334,1004.3,58.3,3.1,205.3,17.7,7,Rain & Partially cloudy,rain
19-09-2015,33,28,29.5,43.8,32.7,37,26.4,83.6,0,0,14.8,147.4,1003.4,67.9,3.7,113.2,9.9,4,Partially cloudy,partly-cloudy-day
20-09-2015,29,27,27.8,35.6,31.2,33.4,26.3,91.4,5.8,8.33,20.5,136,1002.1,82.5,3.2,105.7,9.2,5,Rain & Partially cloudy,rain
21-09-2015,32,27,28.6,44.1,31.2,35.5,26.7,89.8,15,8.33,22,198.9,1002.3,81.8,3,132.5,11.5,4,Rain & Partially cloudy,rain
22-09-2015,34,26,29.2,43.5,26,35.6,26.1,84.2,36,12.5,18.4,233,1003.5,84.4,3,157.2,13.8,6,Rain & Partially cloudy,rain
23-09-2015,33,25,27.5,44.1,25,30.8,25.6,90.2,37,20.83,25.6,248.4,1004.9,89.2,2.7,68.9,6,3,Rain & Partially cloudy,rain
24-09-2015,31,26,28.5,42.4,26,34.7,26.7,90.2,0,0,11.2,226.9,1003.9,82.7,2.7,99.9,8.7,5,Partially cloudy,partly-cloudy-day
25-09-2015,36,27,30.8,43.5,31.2,36.8,24.8,72.6,0,0,13,282.7,1003.8,40.7,3.2,226.4,19.7,8,Partially cloudy,partly-cloudy-day
26-09-2015,33,28,29.9,43.8,32.7,37.3,26.2,80.9,3,4.17,14.8,181.3,1005.3,47.1,2.8,207.8,17.9,8,Rain & Partially cloudy,rain
27-09-2015,34,26,30,40.6,26,34.9,24.4,73.6,0,0,9.4,85.5,1006.3,42.5,3.1,221.2,19.1,8,Partially cloudy,partly-cloudy-day
28-09-2015,33,26,29.9,37,26,33.5,23.3,69.5,0,0,9.4,56.5,1006.9,28.5,3.3,228.3,19.7,8,Partially cloudy,partly-cloudy-day
29-09-2015,34,27,30.1,40.6,30.6,35.3,24.4,73,0,0,13,9.9,1008,33,2.9,214.9,18.6,8,Partially cloudy,partly-cloudy-day
30-09-2015,35,27,31.3,42,30.6,37.8,25.1,71.3,0,0,11.2,38.4,1009.6,32.4,3,218.7,18.9,8,Partially cloudy,partly-cloudy-day
01-10-2015,35,28,30.6,44.9,33.6,38.7,26.3,78.6,6,4.17,14.8,257.4,1010.4,52.8,3,221.8,19.1,8,Rain & Partially cloudy,rain
02-10-2015,35,27,29.3,44.9,30.6,35.5,25.6,81.4,0,0,22.3,198.1,1009.5,57,3,223.9,19.4,8,Partially cloudy,partly-cloudy-day
03-10-2015,35,27,29.8,42,30.6,35.5,24.9,76,0,0,9.4,198.3,1008,55.8,3.4,223.4,19.2,8,Partially cloudy,partly-cloudy-day
04-10-2015,35,27,30.8,42.1,31.2,36.5,24.8,72.4,0,0,12.8,56,1008.5,27.1,3.1,219.6,19,8,Partially cloudy,partly-cloudy-day
05-10-2015,34,27,30.5,40.6,30.6,36,24.5,71.6,0,0,16.3,48.3,1008,37.8,3.2,217,18.7,8,Partially cloudy,partly-cloudy-day
06-10-2015,34,28,30.5,44,33.5,37.2,25.3,74.7,0,0,14.8,100.2,1007,51.8,3.3,182.1,15.8,7,Partially cloudy,partly-cloudy-day
07-10-2015,33,27,29.3,40.7,30.6,35.8,25.8,81.6,0,0,18.4,92.6,1006.8,55.6,3.5,114.2,10,4,Partially cloudy,partly-cloudy-day
08-10-2015,31,26,28,39.1,26,33,25.4,85.6,2,4.17,13,34,1005,70.6,3.1,108.6,9.5,4,Rain & Partially cloudy,rain
09-10-2015,35,26,29.9,40.6,26,34.3,24.3,73.9,0,0,13,279.6,1003.8,33.2,3.3,194.9,16.7,7,Partially cloudy,partly-cloudy-day
10-10-2015,35,28,30.8,40.6,33.6,36,23.8,68.5,0,0,13,176.4,1005.6,38.8,3.1,221.2,19.3,8,Partially cloudy,partly-cloudy-day
11-10-2015,34,26,29.5,42.3,26,34.7,24.7,76.7,0,0,14.6,76.9,1008.4,31.9,3,215.1,18.5,8,Partially cloudy,partly-cloudy-day
12-10-2015,33,25,28.6,38.1,25,31.9,23.9,76.9,0,0,16.6,10.2,1009.6,33.9,3.1,212.1,18.4,8,Partially cloudy,partly-cloudy-day
13-10-2015,32,25,27.8,37.9,25,30.9,24.3,82.6,4,8.33,12.8,60.3,1010.2,43,3.3,158.8,13.8,5,Rain & Partially cloudy,rain
14-10-2015,31,24,27.6,34.6,24,30,23.4,78.8,0.1,4.17,16.6,49.4,1011.6,51.8,3.5,156.4,13.7,5,Rain & Partially cloudy,rain
15-10-2015,32,25,27.9,35.8,25,30.8,23.8,79.7,1,4.17,13,94,1012,52.8,3.3,131.8,11.4,5,Rain & Partially cloudy,rain
16-10-2015,31,26,28.1,40.6,26,32,24.8,82.8,8,8.33,9.4,62.5,1012.5,51,2.9,190.3,16.2,7,Rain & Partially cloudy,rain
17-10-2015,32,25,28.5,37.9,25,31.7,23.8,77.1,0,0,13,4.2,1012.1,32.7,3.3,201.6,17.5,7,Partially cloudy,partly-cloudy-day
18-10-2015,33,25,28.5,37,25,31,23.3,75.3,0,0,13,0.1,1012.4,22.6,3.1,212.7,18.2,8,Partially cloudy,partly-cloudy-day
19-10-2015,33,25,28.7,38.1,25,31.8,23.6,75.6,0,0,11.2,358.1,1011.4,18.2,2.9,199.8,17.4,7,Clear,clear-day
20-10-2015,32,26,28.8,39.1,26,32.8,24.4,78.1,0,0,11,139.7,1009.3,30.8,2.5,192.1,16.7,7,Partially cloudy,partly-cloudy-day
21-10-2015,34,26,29.4,40.6,26,32.9,23.6,73.2,0,0,7.6,165.2,1009.2,47.2,3.1,195,16.8,7,Partially cloudy,partly-cloudy-day
22-10-2015,34,26,29.4,38.3,26,33.1,23.7,73.2,0,0,11.2,234.4,1010,33.1,2.5,200.8,17.2,7,Partially cloudy,partly-cloudy-day
23-10-2015,34,26,29.5,38.8,26,33.1,23.2,71.4,0,0,11.1,315.7,1009.8,9.1,3,208.4,18.1,7,Clear,clear-day
24-10-2015,33,24,27.9,33.5,24,28,18.1,60.1,0,0,13,347.1,1010.9,2.5,3,229.1,19.8,8,Clear,clear-day
25-10-2015,33,22,26.8,32.9,22,27,17.9,60.9,0,0,13,13.9,1012.5,2.3,3.4,231,20,8,Clear,clear-day
26-10-2015,32,21,26.8,32.4,21,27.1,18.5,64.3,0,0,14.8,353.6,1012.8,4.4,3.3,229.9,19.7,8,Clear,clear-day
27-10-2015,32,21,26.3,32.9,21,26.7,18.7,65.2,0,0,11.2,353.3,1012.6,21.3,3.1,207.4,17.8,8,Partially cloudy,partly-cloudy-day
28-10-2015,32,22,26.4,33.5,22,27.1,19.8,69.1,0,0,9.4,52.2,1013.1,13.4,3,186.1,15.9,7,Clear,clear-day
29-10-2015,31,23,26.5,33,23,27.2,20.2,70.1,0,0,9.4,23.8,1013.4,47.1,2.8,182.7,15.8,7,Partially cloudy,partly-cloudy-day
30-10-2015,28,24,25.8,30.7,24,26.6,22.1,80.5,0,0,11.2,53.5,1013.9,76.3,2.4,135.7,11.7,5,Partially cloudy,partly-cloudy-day
31-10-2015,30,23,25.8,32,23,26.5,21.4,77.4,0,0,18.4,101.7,1013.2,48.7,3.8,96.1,8.3,5,Partially cloudy,partly-cloudy-day
01-11-2015,30,23,25.7,32.5,23,26.5,22,80.9,0,0,16.6,59.9,1013.5,52.2,3.5,148.2,12.7,6,Partially cloudy,partly-cloudy-day
02-11-2015,30,23,25.6,31.9,23,26.4,21.5,79,0,0,13,33.2,1013.5,32.7,3.4,112.4,9.5,4,Partially cloudy,partly-cloudy-day
03-11-2015,31,23,26.9,32.4,23,27.9,21.2,73.6,0,0,13,37.7,1012.7,19.9,3.5,164.8,14.2,7,Clear,clear-day
04-11-2015,32,22,27.4,34.2,22,28.4,21.2,71.4,0,0,11.2,99.4,1011.9,18.6,3.4,182.8,15.8,7,Clear,clear-day
05-11-2015,32,25,27.8,34.9,25,29.2,22.2,73.1,0,0,9.4,211.4,1011.6,26,3.6,186.1,16,7,Partially cloudy,partly-cloudy-day
06-11-2015,32,23,27.6,33.5,23,28.4,20.5,67.8,0,0,11.2,331.9,1011.8,8,3.2,199.4,17.1,8,Clear,clear-day
07-11-2015,33,22,27.2,33,22,27.5,19.3,65.1,0,0,9.4,107.7,1012.8,0,2.7,191.4,16.6,7,Clear,clear-day
08-11-2015,32,23,26.6,32.4,23,27,18.8,65.6,0,0,14.8,6.2,1013.8,19.3,2.5,196.6,17.1,7,Clear,clear-day
09-11-2015,30,21,24.7,30.4,21,24.9,18,68.1,0,0,14.6,337.5,1012.6,22.6,2.8,196.2,17,7,Partially cloudy,partly-cloudy-day
10-11-2015,31,20,25,31,20,25.1,18.1,67.8,0,0,14.8,354.2,1011.1,33.4,2.8,148.9,13,6,Partially cloudy,partly-cloudy-day
11-11-2015,30.9,21,25.2,31.5,21,25.4,17.7,64.9,0,0,11.2,3.6,1011.7,21.8,3,199.8,17.1,8,Partially cloudy,partly-cloudy-day
12-11-2015,32,20,24.9,32.4,20,25.2,18.2,68.8,0,0,13,17.5,1013.2,0,2.7,202.8,17.5,7,Clear,clear-day
13-11-2015,32,20,25.5,32.4,20,25.8,18.8,69.4,0,0,11.2,316.5,1012.5,4.1,2.6,196.7,17,7,Clear,clear-day
14-11-2015,32,20,25.5,31.3,20,25.4,17.1,63.8,0,0,9.4,292.3,1010.5,2.3,2.8,202.7,17.4,7,Clear,clear-day
15-11-2015,32,20.9,25.7,31.9,20.9,25.7,18.6,68.6,0,0,9.1,330.5,1011.2,13.1,2.4,188.5,16.2,7,Clear,clear-day
16-11-2015,32,21.9,26.4,32.3,21.9,26.7,19.3,68,0,0,13,264.4,1011.4,42.2,2.3,163.2,14.1,7,Partially cloudy,partly-cloudy-day
17-11-2015,28,21.9,24.7,31.1,21.9,25.3,22.5,87.6,0.1,4.17,9.4,167.3,1012.1,65.5,1.5,90.4,7.7,4,Rain & Partially cloudy,rain
18-11-2015,30,22,25.5,31.8,22,26,20.2,73.9,0,0,13,171.6,1014.3,45,2.8,139.6,12,5,Partially cloudy,partly-cloudy-day
19-11-2015,30,20,24.6,31.3,20,25,19.8,77.4,0,0,13,11.5,1015.3,29.8,2.5,189.6,16.4,7,Partially cloudy,partly-cloudy-day
20-11-2015,30,20,24.6,30.4,20,24.8,19,73.9,0,0,20.5,5.4,1014.1,6.5,2.6,193.5,16.9,7,Clear,clear-day
